id,topic,source,text,replyCount,vaderCatLabel,vaderCat
5acbe264068401528a2a5b5a,Metro,nyt_kaggle,Back and forth between Brooklyn and the Bronx in the summer in the mid s ,7,high,1.0
5acbc4e2068401528a2a5a2c,Washington,nyt_kaggle,Mr  Cohen is at the center of several aspects of the special counsels investigation  He also acknowledged paying    to Stephanie Clifford  who said she had a sexual encounter with Mr  Trump ,3823,high,1.0
5acbc22b068401528a2a5a0f,OpEd,nyt_kaggle,With the help of the California courts  Stormy Daniels is entering into a long term relationship with the president ,646,high,1.0
5acbbf40068401528a2a59f4,BookReview,nyt_kaggle,In To Change the Church  Ross Douthat argues that Francis concessions to the culture have put Catholicism in crisis ,46,high,1.0
5acbb3fa068401528a2a5982,Science,nyt_kaggle,Many reptiles and amphibians sold in pet stores were not bred in captivity as international law requires  conservationists say  but plucked from forests and rivers ,47,high,1.0
5acbaadb068401528a2a5913,Science,nyt_kaggle,In the digestive tracts of leeches  scientists find evidence of elusive forest species ,6,high,1.0
5acbaa32068401528a2a5909,Washington,nyt_kaggle,The new Congressional Budget Office analysis  which includes the cost of the Republican tax cuts  projects the national debt to reach a level economists say could court a crisis ,669,high,1.0
5acb965b068401528a2a57fd,Business,nyt_kaggle,The meetings were part of an effort by Mr  Zuckerberg to get ahead of a week of intense scrutiny for him and his company  Facebook ,313,high,1.0
5acb9372068401528a2a57e6,Sports,nyt_kaggle,Behind a new  young manager in Mickey Callaway the Mets are off to a strong start  hoping to erase the memory of last years implosion ,26,low,0.0
5acb8f5e068401528a2a5789,Dining,nyt_kaggle,The Atlanta chef  who mixes Mexican and Southern cuisines  has a new cookbook and an enduring creed  You make do  and you make it taste good ,52,low,0.0
5acb8c3f068401528a2a5760,Washington,nyt_kaggle,The president said Syrias patrons in Russia and Iran may also be responsible for enabling last weekends chemical attack  Everybodys going to pay a price  he said ,650,high,1.0
5acb8c2a068401528a2a575e,Games,nyt_kaggle,A look at one of the most revealed crossword puzzle entries in the last week ,9,low,0.0
5acb894d068401528a2a5747,Culture,nyt_kaggle,Watch the composer Tod Machover bring sizzle to the symphony in his new work  Philadelphia Voices ,35,low,0.0
5acb8268068401528a2a5705,Culture,nyt_kaggle,The penultimate episode of the season was the shows darkest and best hour to date ,23,low,0.0
5acb7c54068401528a2a56ab,Upshot,nyt_kaggle,Investors are looking for evidence that the White House economic adviser or Federal Reserve chairman can act as an insurance policy against a trade war ,31,low,0.0
5acb7a0b068401528a2a568f,Climate,nyt_kaggle,The letter addresses Pruitts   a night room lease and travel expenses in calling for appropriate actions to address any ethics violations ,112,high,1.0
5acb79f9068401528a2a568e,Foreign,nyt_kaggle,The death of the militant commander  Qari Hekmatullah  followed a series of setbacks over the past year for the Islamic State in the country ,13,high,1.0
5acb7914068401528a2a5689,National,nyt_kaggle,As the governor enters the U S  Senate race  Florida will once more be a centerpiece state in a tumultuous election year ,224,high,1.0
5acb656b068401528a2a55d0,National,nyt_kaggle,Monday  Crown Prince Mohammed bin Salman in California  Mark Zuckerberg prepares to testify in Congress  and electric scooters take over San Francisco ,10,high,1.0
5acb5d39068401528a2a557b,Foreign,nyt_kaggle,Before killing herself  Gao Yan accused her professor of assault  Her death may now force a belated reckoning in Chinas male dominated halls of power ,18,high,1.0
5acb5bfc068401528a2a5572,Well,nyt_kaggle,The rate of emergency room visits for anaphylaxis more than doubled  to   visits per   children in  from   in  ,109,high,1.0
5acb39de068401528a2a541d,Well,nyt_kaggle,People  and older should get the new shingles vaccine whether or not they remember having had chickenpox as a child  experts say ,454,high,1.0
5acb39a4068401528a2a541c,Metro,nyt_kaggle,Monday  Images of New Yorkers who lived through trauma  a musical celebration of immigrants and a cheeky health fair downtown ,16,high,1.0
5acb1027068401528a2a5304,Learning,nyt_kaggle,How best should world leaders respond to Saturdays chemical attacks against citizens in Syria ,25,high,1.0
5acb0f77068401528a2a5301,Foreign,nyt_kaggle,Local bookstores in Germany have a tradition of playing an active role in civil society  Far right groups are now in their sights ,12,high,1.0
5acb068b068401528a2a52db,Learning,nyt_kaggle,What do you think of a judges sentence for juveniles who vandalized property with racial epithets ,21,high,1.0
5acad733068401528a2a5198,Culture,nyt_kaggle,This weeks episode continued to treat unchecked ambition as a metastasizing cancer  consuming everything it touches ,40,high,1.0
5acacca7068401528a2a516e,Culture,nyt_kaggle,Negan fancies himself a liberator of sorts  but his behavior after his long awaited return to the Savior compound is unmistakably that of a brute ,29,high,1.0
5acac5ab068401528a2a5151,Culture,nyt_kaggle,Tina Feys adaptation of her  screenplay about high school cliques comes to Broadway with wit  fetch and a surplus of songs ,12,high,1.0
5acab1a3068401528a2a50c1,Foreign,nyt_kaggle,Even by Canadian standards  Humboldts passion for hockey stands out  The deaths of  players and personnel in a bus accident has shattered the small town and resonated across Canada ,26,high,1.0
5acaaf08068401528a2a50b6,OpEd,nyt_kaggle,How to understand the man who may be the most significant supporting player of the Trump era  as he prepares to barnstorm the country on a book tour ,907,high,1.0
5acaab47068401528a2a509b,OpEd,nyt_kaggle,Trumps Fox fixation isnt benign or inconsequential  because  like him  the network has an aversion to the truth ,927,high,1.0
5acaa80a068401528a2a508c,Washington,nyt_kaggle,Mr  Bolton takes over as the presidents third national security adviser Monday  In a world of carrot and stick diplomacy  Mr  Bolton is a stick man  I dont do carrots ,80,high,1.0
5acaa675068401528a2a5080,Editorial,nyt_kaggle,Lawmakers around the country are treating judges who rule against them like any other politician  Thats bad for everyone ,307,high,1.0
5acaa258068401528a2a503d,Metro,nyt_kaggle,Todd Brassner lived alone amid a collection of  vintage electric guitars and artwork by Andy Warhol  Robert Indiana  Jack Kerouac and others ,209,high,1.0
5aca9ded068401528a2a501c,Investigative,nyt_kaggle,Facebook plans to begin notifying users on Monday who were affected by Cambridge Analyticas data collection  The Times has already spoken with some people whose data was taken ,214,high,1.0
5aca9a01068401528a2a4ff1,Foreign,nyt_kaggle,A reported chemical attack on a Damascus suburb seems to raise the political and military stakes as President Trump charts the United States future in Syria ,212,high,1.0
5aca98fa068401528a2a4fee,Foreign,nyt_kaggle,The party of Prime Minister Viktor Orban  who has set about turning a vibrant democracy into a semi autocratic state  took two thirds of Parliament ,34,high,1.0
5aca9102068401528a2a4faf,Insider,nyt_kaggle,Before I could spend the night in my younger sisters dorm room  I had to report to security   ,146,high,1.0
5aca9101068401528a2a4fae,Metro,nyt_kaggle,Injured while cleaning a Tiffany vase ,8,low,0.0
5aca90eb068401528a2a4fab,Games,nyt_kaggle,Erik Agards Monday crossword puzzle shines brightly ,76,low,0.0
5aca8db1068401528a2a4f93,OpEd,nyt_kaggle,Its human nature to want to tame wild animals  but nothing in nature wants to be a pet ,148,high,1.0
5aca831f068401528a2a4f64,Business,nyt_kaggle,The major credit card networks are ending a requirement that people sign for most card transactions  the latest blow to the signature ,183,high,1.0
5aca7199068401528a2a4ef7,Business,nyt_kaggle,As Facebook reels from a privacy scandal  some of its most popular users are lashing out over declining traffic  policy changes and financial complaints ,126,high,1.0
5ac9e827068401528a2a4cb4,Politics,nyt_kaggle,Invoking the specter of President Trumps impeachment has become a fund raising and get out the vote tactic for Republicans  Democratic leaders see the issue as a trap ,1728,high,1.0
5ac93f63068401528a2a4a44,Games,nyt_kaggle,Puggle up with Patrick Berrys snortifying muzzle ,143,high,1.0
5ac90f6a068401528a2a495a,Science,nyt_kaggle,Long term use of the medications is surging in the United States  according to an analysis by The Times  One reason  withdrawal symptoms that make it difficult to stop ,884,high,1.0
5ac90467068401528a2a4915,Summary,nyt_kaggle,The writer Abe Streep describes his year with the Flathead Indian Reservation basketball team as they struggled with a cluster of suicides ,6,low,0.0
5ac8eb03068401528a2a487e,Games,nyt_kaggle,This diagramless grid by David Steinberg is definitely a puzzle ,18,low,0.0
5ac888a2068401528a2a46bb,RealEstate,nyt_kaggle,After paying   for a roof deck and other amenities that havent been completed  a tenant would like the money back ,5,high,1.0
5ac88894068401528a2a46ae,Styles,nyt_kaggle,Skate parks  once considered a menace  are booming everywhere around the world  Now we head toward the first skateboarding Olympics ,17,low,0.0
5ac830ca068401528a2a4571,OpEd,nyt_kaggle,From Italy  a different type of immigrant story ,50,high,1.0
5ac82625068401528a2a454c,Games,nyt_kaggle,Mark Diehl serves us a chewy  spicy snack ,100,high,1.0
5ac80ef9068401528a2a44dc,Editorial,nyt_kaggle,The presidents rhetoric suggests hes moving America toward a trade war with China  But what will he actually do ,163,high,1.0
5ac7f65d068401528a2a4416,OpEd,nyt_kaggle,A more or less unbelievable performance,76,low,0.0
5ac7c791068401528a2a41f5,OpEd,nyt_kaggle,Human beings arent designed to eat processed foods like these ,177,high,1.0
5ac7c2f8068401528a2a41a5,Washington,nyt_kaggle,John F  Kelly  the White House chief of staff  wants President Trump to fire his Environmental Protection Agency administrator  but the president is resisting ,466,high,1.0
5ac7c23f068401528a2a419e,Science,nyt_kaggle,Standard doses of two TB drugs were insufficient in African subjects also infected with H I V   a study finds  Experts say treatment guidelines should be revised ,5,high,1.0
5ac7be58068401528a2a416f,Foreign,nyt_kaggle,The heir to Saudi Arabias throne has been on an extraordinary tour of the United States  seeking investment and trying to change perceptions of the opaque  conservative kingdom ,159,high,1.0
5ac7b5c5068401528a2a40fd,Business,nyt_kaggle,As Mark Zuckerberg  the companys chief executive  prepares to testify before Congress  the company also said it supported the proposed Honest Ads Act ,161,high,1.0
5ac7a005068401528a2a3fea,Dining,nyt_kaggle,Asparagus has a short season and high esteem among cooks  Set off its delicate flavor with classic ingredients and bursts of tanginess ,105,high,1.0
5ac799e1068401528a2a3f66,Metro,nyt_kaggle,Subway riders have been overcompensating for delays  leading to a conundrum when the trains are on time  The subways been making people early ,143,high,1.0
5ac79987068401528a2a3f60,SundayBusiness,nyt_kaggle,Food tastes different on a plane  An airline chef needs to take the effects of the dry cabin environment and the lower air pressure into account ,22,high,1.0
5ac79209068401528a2a3edf,OpEd,nyt_kaggle,In Hungary and Poland  the liberal West used to be the promised land  Not anymore ,304,high,1.0
5ac791c5068401528a2a3ed3,Obits,nyt_kaggle,An uncompromising artist  Mr  Taylor argued against reductive definitions of what a musician of his training and background could or should do ,48,high,1.0
5ac77d68068401528a2a3df8,RealEstate,nyt_kaggle,The next generation of a New York real estate family steps up to play a much bigger role in an apartment tower on the east side ,44,high,1.0
5ac776cd068401528a2a3d97,Upshot,nyt_kaggle,The basic story of a strong labor market remains intact  but a disappointing report is a sign that the U S  is not in some extraordinary boom ,64,high,1.0
5ac770b8068401528a2a3d48,National,nyt_kaggle,Mike Pompeo is President Trumps pick to be the next secretary of state  and John R  Bolton is the choice for national security adviser  Civil rights groups are concerned ,104,high,1.0
5acb3623068401528a2a53f1,OpEd,nyt_kaggle,Income driven repayment is one of the governments least well known  most progressive programs ,145,high,1.0
5ac76f57068401528a2a3d24,RealEstate,nyt_kaggle,In a time of political uncertainty  turmoil and real life cliffhangers  home improvement shows offer soothing  escapist optimism ,151,high,1.0
5ac76e27068401528a2a3d05,National,nyt_kaggle,Friday  California vs  Trump  the Stephon Clark shooting  the Good Witch house is for sale  and a Brown birthday ,7,low,0.0
5ac768b1068401528a2a3c9a,Washington,nyt_kaggle,The Trump administration  carrying out sanctions pressed by Congress for election interference  announced new penalties against Russias richest men ,410,high,1.0
5ac76450068401528a2a3c6a,Washington,nyt_kaggle,President Trump launched into a new defense of his pugnacious trade policies on Friday  pointing to the falling price of aluminum to deny harm to consumers ,138,high,1.0
5ac74530068401528a2a3b06,Well,nyt_kaggle,Stay hydrated  use a humidifier and be patient  Honey may be as effective as over the counter remedies ,76,high,1.0
5ac74527068401528a2a3b02,Metropolitan,nyt_kaggle,The governor has been touting his feminist credentials on social media  while simultaneously battering Bill de Blasio on the decay of the citys public housing ,73,high,1.0
5ac74527068401528a2a3b01,Metro,nyt_kaggle,Friday  How the city measures snow  weekend events  and National Tartan Day ,11,high,1.0
5ac74523068401528a2a3afd,Well,nyt_kaggle,My wife had five miscarriages in two years  How long were we supposed to keep this up ,115,high,1.0
5ac73e20068401528a2a3a77,OpEd,nyt_kaggle,Instead of excavating Ted Kennedy for larger artistic aims  the movie eviscerates him for narrow voyeuristic ones ,453,high,1.0
5ac73e20068401528a2a3a76,OpEd,nyt_kaggle,QAnon reveals unspoken anxieties about this presidency ,644,high,1.0
5ac73e1c068401528a2a3a75,OpEd,nyt_kaggle,Fascism poses a more serious threat now than at any time since the end of World War II ,1562,high,1.0
5ac6a58e068401528a2a358a,OpEd,nyt_kaggle,New organizations are forming and succeeding in an age of distrust ,213,high,1.0
5ac69c63068401528a2a34e5,Metro,nyt_kaggle,A copy of Guitar Player magazine from December  arrives in the mail ,9,low,0.0
5ac69188068401528a2a343b,Washington,nyt_kaggle,In his first public remarks on the matter  President Trump told reporters that he knew nothing about the    paid to Stormy Daniels  remarks that could complicate his legal battle against her ,634,high,1.0
5ac68f42068401528a2a3406,OpEd,nyt_kaggle,On trade  Trump doesnt know what he wants  except what he cant get ,415,high,1.0
5ac689ae068401528a2a33a1,Investigative,nyt_kaggle,At least five agency officials were reassigned or demoted  or requested new jobs after raising concerns about the administrators security demands and spending ,849,high,1.0
5ac68747068401528a2a3381,Washington,nyt_kaggle,In West Virginia  President Trump continued his tirade against the United States immigration laws and accused Democrats of embracing dangerous policies to win votes ,135,high,1.0
5ac68735068401528a2a337f,Dining,nyt_kaggle,Starr Restaurants  already has a major footprint in New York  with several ventures like Le Coucou and Upland ,5,low,0.0
5ac678d3068401528a2a32ca,OpEd,nyt_kaggle,His shooting death is a reminder that Californias liberal reputation collides with the experiences of its black residents ,162,high,1.0
5ac67616068401528a2a3297,OpEd,nyt_kaggle,I thought Id figured out a key riddle in   A Space Odyssey  The actor who played the scene wasnt so sure ,173,high,1.0
5ac6668c068401528a2a3203,Well,nyt_kaggle,Emergency room doctors are seeing a growing caseload of nausea and vomiting in marijuana users whose only relief is a long  hot shower ,398,high,1.0
5ac64e68068401528a2a3103,Magazine,nyt_kaggle,While Washington figures out its stance on Syria  American forces on the ground are building up their front line positions ,7,high,1.0
5ac64d5b068401528a2a30e2,Weekend,nyt_kaggle,The laughs run hot and  mostly  cold in this comedy about three daughters who set out to lose their virginity and whose parents try to stop them ,8,low,0.0
5ac64d11068401528a2a30d8,Dining,nyt_kaggle,As Americans increasingly eat out  owners are scrambling to find employees wherever they can ,140,high,1.0
5ac64acc068401528a2a30ba,Washington,nyt_kaggle,A star in President Trump s campaign to roll back regulations  he now faces a swirl of ethics questions and may be losing the confidence of the White House ,126,high,1.0
5ac649d6068401528a2a30a8,Foreign,nyt_kaggle,Beijing has a strong grip on banks  the news media and politics  and it seems willing to take advantage of vulnerabilities in the American political system ,526,high,1.0
5ac64803068401528a2a308d,Learning,nyt_kaggle,Look closely at these graphs  and join the moderated conversation about what you and other students see ,142,low,0.0
5ac62a79068401528a2a2f11,Styles,nyt_kaggle,Emma Gonzalez and Rose McGowan  Black Panther and Billions  shaved heads make a statement  intentional or not ,34,high,1.0
5ac61f00068401528a2a2e96,National,nyt_kaggle,With  suits filed  the federal government and California are engaged in bloody combat over issues like immigration  the environment and the census ,90,high,1.0
5ac61bb6068401528a2a2e5f,National,nyt_kaggle,Thursday  A backlash against Trump emission rules  institutionalizing the homeless  more rain  and a Frank Gehry Wolfgang Puck collaboration ,31,high,1.0
5ac5f3a6068401528a2a2d22,Metro,nyt_kaggle,Thursday  In the middle of a snow sandwich  celebrating women in film  and bus and bike news ,19,high,1.0
5ac5f3a4068401528a2a2d20,Well,nyt_kaggle,A law meant to protect patients like mine was probably making him suffer more ,74,high,1.0
5ac5f023068401528a2a2d02,OpEd,nyt_kaggle,The political divide in the United States now separates people by how open or closed their minds are ,577,high,1.0
5ac5eca0068401528a2a2ce0,OpEd,nyt_kaggle,This is no way to run a country  unless your intention is to run it into the ground ,566,high,1.0
5ac5e776068401528a2a2cc3,Metro,nyt_kaggle,A  year old boy was stabbed to death in an elevator in a housing project in East New York  Years later  the scene still sends chills through residents ,33,high,1.0
5ac5e5bc068401528a2a2cb6,Culture,nyt_kaggle,More women have accused the famous architect of sexual misconduct  and they say the firm seemed powerless to stop his behavior ,140,high,1.0
5ac5e5b9068401528a2a2cb3,RealEstate,nyt_kaggle,Haoran Yang was happy to sacrifice building amenities to get a no frills one bedroom with more space ,60,high,1.0
5ac5e5b3068401528a2a2cb0,Washington,nyt_kaggle,The United States military is spending about   million to secure several makeshift detention camps for Islamic State prisoners  broadening its involvement in operations it had sought to avoid ,9,high,1.0
5ac5e5b2068401528a2a2caf,SpecialSections,nyt_kaggle,Many colleges and universities are facing a gloomy picture  painted by polls  politics and population shifts that are forcing an overhaul of campuses across the country ,122,high,1.0
5ac5e5af068401528a2a2cad,Washington,nyt_kaggle,The special counsel is emphasizing his lack of independence to defend the indictment of Paul Manafort  President Trumps former campaign chairman ,156,high,1.0
5ac5e59e068401528a2a2c8d,Upshot,nyt_kaggle,There are ways to make life harder for American companies in China that need not be formal  or widely publicized ,105,high,1.0
5ac5e59e068401528a2a2c8c,Magazine,nyt_kaggle,The Alaska senator is one of the few Republicans who has gone toe to toe with the president  and thrived ,141,high,1.0
5ac5e4e7068401528a2a2c83,Culture,nyt_kaggle,Mike Myers brought back his Dr  Evil character from Austin Powers  He said that he was going to be the secretary of evil  but Steve Bannon took the job ,5,high,1.0
5ac5d8b0068401528a2a2c49,Learning,nyt_kaggle,Do you ever feel overwhelmed by homework and studying  What strategies do you use to deal with the pressure ,50,high,1.0
5ac5d784068401528a2a2c41,Photo,nyt_kaggle,At an elephant rejuvenation camp in southern India  Selvaprakash Lakshmanan photographed the guests and their keepers ,17,high,1.0
5ac5bbdb068401528a2a2bbc,Learning,nyt_kaggle,What do you think this image is saying ,14,high,1.0
5ac59f80068401528a2a2ae1,Styles,nyt_kaggle,Six music artists including Mr  Dylan  Kesha and St  Vincent rerecord pop songs with a same sex twist ,79,high,1.0
5ac592ff068401528a2a2a83,Well,nyt_kaggle,An analysis of the popular   weed celebration found an increase in auto accidents after   p m ,70,high,1.0
5ac59263068401528a2a2a82,Culture,nyt_kaggle,Paige has seen blood on her mothers hands before  But never quite like this ,110,high,1.0
5ac58323068401528a2a2a38,Games,nyt_kaggle,David Kahn is outstanding in his field ,145,low,0.0
5ac57312068401528a2a29ef,Business,nyt_kaggle,Video creators  including Nasim Aghdam  have been complaining for months about YouTubes pulling their ads  Then one of them went to company headquarters with a gun ,95,high,1.0
5ac56f2f068401528a2a29c3,Editorial,nyt_kaggle,The presidents decision to send National Guard troops to the nations southern border is rooted more in xenophobia than in facts ,622,high,1.0
5ac56e65068401528a2a29ae,Business,nyt_kaggle,If the tariffs stand  along with Chinas retaliatory moves  they could damage industries that have relied on a global supply chain for their recovery ,144,high,1.0
5ac7392c068401528a2a3a58,Business,nyt_kaggle,Investors appear to be struggling to anticipate the outcome of a tit for tat tariff exchange between the worlds two largest economies  Remarks by the Fed chairman indicated that the investors arent alone ,148,high,1.0
5ac7374c068401528a2a3a44,RealEstate,nyt_kaggle,Homes that get passed from generation to generation are increasingly rare  as children grow up  move away and can no longer afford the properties ,88,high,1.0
5ac73730068401528a2a3a3c,Business,nyt_kaggle,Payroll expansion was far short of Februarys torrid pace and weaker than economists expected  but still yielded the th straight month of job gains ,53,high,1.0
5ac7372d068401528a2a3a39,Arts&Leisure,nyt_kaggle,Instead of building a house or skyscraper  Forensic Architecture builds cases against human rights violators  scouring for evidence through social media ,16,high,1.0
5ac73728068401528a2a3a30,National,nyt_kaggle,Spouses of skilled workers from India have been told that their work permits  which can mean the difference between struggling and thriving  are likely to be revoked ,593,high,1.0
5ac7372a068401528a2a3a35,Business,nyt_kaggle,Mr  Scaramucci  the voluble former White House communications director  is a co executive producer of HBOs Paterno  It started with an acquaintance made on an Oliver Stone film ,5,high,1.0
5ac73726068401528a2a3a2d,Travel,nyt_kaggle,Why we seek them  and what they tell us about ourselves ,47,low,0.0
5ac73729068401528a2a3a32,Metropolitan,nyt_kaggle,Never mind the logo on the storefront  Not all authorized retailers are the same ,18,high,1.0
5ac73716068401528a2a3a22,Learning,nyt_kaggle,What measures should be taken to make schools safer  Who should be responsible for them ,57,high,1.0
5ac72905068401528a2a39cf,Photo,nyt_kaggle,In The Street Philosophy of Garry Winogrand  Geoff Dyer picked  of the street photographers images and wrote essays about each one ,7,high,1.0
5ac71af4068401528a2a3989,Learning,nyt_kaggle,What story could this image tell ,5,low,0.0
5ac71871068401528a2a3970,Foreign,nyt_kaggle,The corruption scandal that ended Ms  Parks presidency exposed the collusive ties between South Koreas government and conglomerates like Samsung ,83,high,1.0
5ac6ed43068401528a2a3839,Foreign,nyt_kaggle,President Emmanuel Macron  who has taken advantage of his offices powers  appears poised to expel El Hadi Doudi  making clear he wont tolerate radical preachers ,103,high,1.0
5ac6e780068401528a2a3801,Culture,nyt_kaggle,This weeks maxi challenge had the queens writing and performing commercials for dating apps geared toward lonely  underserved consumers ,13,high,1.0
5ac6d4a4068401528a2a3794,Games,nyt_kaggle,David Steinberg broadens our horizons with an extra large grid ,98,low,0.0
5ac6c253068401528a2a36b3,Metro,nyt_kaggle,A shooting in Brooklyn laid bare a shortcoming of neighborhood policing  Officers who know residents are not always the ones responding in fraught situations ,183,high,1.0
5ac6b970068401528a2a3658,National,nyt_kaggle,In the Rio Grande Valley  there is a steady flow of immigrants crossing illegally every day  Most are being quietly processed and sent on their way ,150,high,1.0
5ac6b72c068401528a2a3642,Business,nyt_kaggle,After months of stalemate  American negotiators are eager for quick progress on the North American trade deal ,49,high,1.0
5ac6b6a6068401528a2a3634,OpEd,nyt_kaggle,My ancestor was a founder of Smith   Wesson  I believe he would have been horrified by the kinds of guns the company makes today ,198,high,1.0
5ac6aff0068401528a2a35e8,Business,nyt_kaggle,President Trump said he would consider tariffs on   billion more in Chinese goods in retaliation for Beijings plan to set levies on American products ,573,high,1.0
5ac5662d068401528a2a298f,Washington,nyt_kaggle,Pentagon officials have expressed concern about being seen as picking a fight with an ally at a time when the military has plenty of adversaries to contend with ,103,high,1.0
5ac56032068401528a2a2960,Metro,nyt_kaggle,Officers shot a man holding an object in his hand after responding to  calls about a man threatening people with a gun  It was a metal pipe with a knob ,206,high,1.0
5ac55eaa068401528a2a2957,Business,nyt_kaggle,Last year  Blackstone announced a   billion infrastructure fund with a huge commitment from the Saudis  It hasnt come together as planned ,6,low,0.0
5ac5571e068401528a2a290d,Weekend,nyt_kaggle,Mr  Krasinski also stars with his real life wife  Emily Blunt  in this simple yet thrilling creature feature ,44,high,1.0
5ac54ae3068401528a2a2881,Metro,nyt_kaggle,Sharing books on an uptown No   ,8,low,0.0
5ac5464b068401528a2a2849,Editorial,nyt_kaggle,Mr  Trump is deliberately undermining faith in the American press corps  Other countries are taking note ,442,high,1.0
5ac535d5068401528a2a27a4,Culture,nyt_kaggle,In this Primary Stages production  Sharon Washington recalls how a magical period in her familys history was also tinged with pain ,7,low,0.0
5ac532f6068401528a2a276c,Business,nyt_kaggle,By forcing companies to publicly air salary discrepancies between men and women  Britain hopes to narrow the pay gap ,16,high,1.0
5ac53265068401528a2a2764,Washington,nyt_kaggle,The House speaker  Paul D  Ryan  still projects power  but back home in Wisconsin  he is facing political challengers from both the right and the left ,140,high,1.0
5ac52c37068401528a2a2711,Washington,nyt_kaggle,Its time to act  said Kirstjen Nielsen  the secretary of homeland security  as she outlined the policy during a White House briefing ,137,high,1.0
5ac524df068401528a2a26c2,OpEd,nyt_kaggle,My Hasidic sons are  and  years old  but they cannot read or write English past a second grade level ,617,high,1.0
5ac51770068401528a2a263a,Science,nyt_kaggle,Ancient footprints left by long necked sauropods offer a snapshot of the mid Jurassic period  which has yielded relatively few fossil remains ,14,low,0.0
5ac50f0b068401528a2a25e6,Politics,nyt_kaggle,On the itinerary for the Ohio governor and  presidential hopeful  a diner visit  a Q  and A  at a college and criticism of President Trump amid speculation about a  run ,122,high,1.0
5ac50c4d068401528a2a25d2,Business,nyt_kaggle,Hanna Ingber  editorial director of The Times Reader Center  provided a how to on using social media to converse with readers on topics from race to the weather ,23,high,1.0
5ac4f2a4068401528a2a2462,Metro,nyt_kaggle,With homelessness rising throughout New York state  a coalition is calling on the legislature to expand tenant laws and other protections ,20,high,1.0
5ac4f24c068401528a2a2458,National,nyt_kaggle,Republicans see a chance to flip a congressional seat in northern Minnesota  where President Trumps steel tariffs are being celebrated as a boost for the mining industry ,90,high,1.0
5ac52320068401528a2a26ae,Sports,nyt_kaggle,Younger players who watched Woods push the limits  and endure years of pain  marvel at his latest comeback and aim for a balance between golf and life ,52,high,1.0
5ac4f15b068401528a2a244b,Weekend,nyt_kaggle,Markus Brunettis photographs of imposing cathedrals and churches  both rustic and grand  show a breathtaking clarity ,18,low,0.0
5ac4ed53068401528a2a2410,Washington,nyt_kaggle,The presidents decision to keep the   troops on the ground for the immediate future came hours after he told a roomful of reporters that its time to bring American forces home ,353,high,1.0
5ac4e766068401528a2a23e3,Investigative,nyt_kaggle,Thousands of employees have signed a letter calling on their C E O  to pull out of a project that could be used to improve drone strike targeting ,191,high,1.0
5ac4e12d068401528a2a23b8,National,nyt_kaggle,In an improvised speech  years ago  Kennedy broke the news of Kings death to a largely black crowd  Two months later  he too was killed ,41,high,1.0
5ac4e124068401528a2a23b3,Business,nyt_kaggle,Mr  Zuckerberg  Facebooks chief executive  will appear before multiple congressional committees next week  It is part of the companys efforts to be more open about its work ,491,high,1.0
5ac4e023068401528a2a23a9,Business,nyt_kaggle,As markets seesawed and industries fretted  American officials held out the possibility that tariffs outlined this week might never go into effect ,407,high,1.0
5ac4da6b068401528a2a2380,Weekend,nyt_kaggle,Lynne Ramsays grim and grisly excursion into psychological extremity is based on Jonathan Amess novella ,9,high,1.0
5ac4da68068401528a2a237e,Arts&Leisure,nyt_kaggle,Hes gotten great reviews as the comic center of Tom Stoppards Travesties  So why is he worried about his lines  his future and the little finger on his left hand ,8,low,0.0
5ac4d7f9068401528a2a2341,OpEd,nyt_kaggle,Trade wars are bad  but stocks seem to be overshooting their likely cost  Why ,300,high,1.0
5ac4d79a068401528a2a232d,Foreign,nyt_kaggle,Uzbekistan adores its late dictator  Islam Karimov  but is trying hard to forget his daughter Gulnara  who was once the countrys most famous person ,11,high,1.0
5ac4d3bb068401528a2a2300,Business,nyt_kaggle,Wednesday began with share prices sliding  an apparent product of investors concerns about an escalating dispute between the worlds two biggest economies  By days end  markets had reversed course ,196,high,1.0
5ac4d372068401528a2a22fa,RealEstate,nyt_kaggle,Real estate in Wales has been stable in part thanks to its relative value  For the price of a flat in London you could buy a castle in North Wales ,6,low,0.0
5ac4ce1e068401528a2a22cd,National,nyt_kaggle,Wednesday  Winemakers worry over tariffs  a shooting at YouTube headquarters  and more protests in Sacramento ,36,high,1.0
5ac4caf3068401528a2a22ad,Business,nyt_kaggle,Nasim Najafi Aghdam  who the police said shot three people at YouTubes headquarters before killing herself  had accused the company of censoring her videos ,182,high,1.0
5ac4ca94068401528a2a229e,Foreign,nyt_kaggle,Former President Luis Inacio Lula da Silva is the front runner in the presidential race  but Brazils top court ruled that he can be imprisoned for corruption ,70,high,1.0
5ac4b8ad068401528a2a2215,Metro,nyt_kaggle,A handshake marked the end of a longstanding and controversial split by a breakaway group of Democrats that had given Republicans a foothold of power in Albany ,117,high,1.0
5ac4a226068401528a2a2183,Metro,nyt_kaggle,Wednesday  Gardening season  windy weather  and one book to bind New Yorkers ,26,low,0.0
5ac4a227068401528a2a2184,Well,nyt_kaggle,A banana might reasonably replace sports drinks for those of us who rely on carbohydrates to fuel exercise and speed recovery ,150,high,1.0
5ac4a223068401528a2a2180,Well,nyt_kaggle,Long distance running was our love language  What would we talk about if not about mileage and routes ,69,high,1.0
5ac49ea3068401528a2a2168,OpEd,nyt_kaggle,Republican leaning dads upset with the president might help avert a midterm blue tsunami ,124,high,1.0
