articleID,snippet,topic
5ae0a54c068401528a2aa9ed,"Joseph James DeAngelo, 72, is the suspect in the case of a serial killer and rapist who terrorized communities in California in the 1970s and 1980s.",Culture/Education
5ae0a6b6068401528a2aa9f3,"“Let’s make sure that we keep this confidential,” Roger Goodell said to begin the session. The New York Times obtained an audio recording of the meeting.",Culture/Education
5ae0af8f068401528a2aaa19,"A new document shows how Scott Pruitt, the E.P.A. chief, is preparing to answer tough questions about his ethics and spending scandals when he appears before Congress on Thursday.",Elections
5ae0b5e1068401528a2aaa31,Ma deserves the best nursing home money can buy. Of course. But is it so wrong to hope there might be a little left over?,International
5ae0c9e6068401528a2aaa6a,"Winning the contest could mean a steeper increase in local housing costs over the next decade, a study finds. Nashville is already contemplating the impact.",Culture/Education
5ae0ce75068401528a2aaa7e,"One day after the two presidents showered each other with praise, the speech illustrated that the warm personal rapport contrasts with sharp disagreement on questions of policy.",Politics
5ae0cf2b068401528a2aaa80,New regulations by the sport’s international governing body to address women with high levels of testosterone could keep them out of some races if they don’t take medicine to lower the hormone.,Entertainment
5ae0d2be068401528a2aaa90,A common refrain among conservatives is that black people should get over it. Even though conservatives refuse to.,Art
5ae0d3a4068401528a2aaa93,Over-the-counter drugs like Advil and Tylenol are safer and more effective than prescription opioids for easing pain following dental procedures.,Social Issues
5ae0e0e6068401528a2aaab3,"The Facebook chief executive has vowed to clean up the social network, but his company has failed to stop even those impersonating him from swindling people.",Culture/Education
5ae0e2d3068401528a2aaabc,"From the first scene, Season 2 of Hulu’s Emmy-winning drama tests the limits of how much suffering its characters, and its audience, can take.",Social Issues
5ae0fa6c068401528a2aab14,Finding a worthwhile use for a fur coat.,Politics
5ae1079c068401528a2aab34,The administration is fine with taking children away from their parents.,International
5ae11118068401528a2aab46,"An engineer is the latest Hamas figure to be targeted abroad by Israel’s Mossad spy agency, officials say, as another conspiracy plays out in Kuala Lumpur.",NYC
5ae11f36068401528a2aab5d,The world’s excited to know Mitt Romney’s still around.,Politics
5ae12f23068401528a2aab72,Condola Rashad stars in a thoughtful if mostly becalmed Manhattan Theater Club revival of the 1923 play on Broadway.,Social Media
5ae132a7068401528a2aab75,"It’s all about location, location, location with Alex Eaton-Salners.",Leisure
5ae132a8068401528a2aab76,"“My heart yearned to be there, in the boiling caldron of war, to be baptized in its fire and scorched in its lava,” Bochkareva wrote in her 1919 autobiography.",NYC
5ae140f0068401528a2aab92,The show crossed several Rubicons this week.,Leisure
5ae178f3068401528a2aac09,Should dance be an Olympic event?,Culture/Education
5ae178f4068401528a2aac0a,"Her glittery, bawdy feminist work gets likes on Instagram and love at Bergdorf.",International
5ae19513068401528a2aac4e,"What is your opinion on classical music, modern art, theater or opera? Why do you feel the way you do?",International
5ae19514068401528a2aac4f,Moves in global bond markets over the last few months suggest changing expectations about prices.,Politics
5ae1951b068401528a2aac51,"In the design-savvy, food-obsessed Danish capital, the only problem for travelers is keeping up with all that is new.",Social Media
5ae1951c068401528a2aac56,"The walkouts are the latest surge of a protest movement that has already swept through West Virginia, Oklahoma and Kentucky.",Elections
5ae1951b068401528a2aac52,"Many Americans are just beginning to climb out of the Great Recession, yet policymakers are debating whether the economy is on the cusp of overheating.",International
5ae1951c068401528a2aac53,"The 10-episode series “Cobra Kai,” debuting May 2 on YouTube Red, picks up the “Karate Kid” story more than three decades later. The grudges remain.",Politics
5ae1951c068401528a2aac58,We’ve collected the highlights from what turned out to be a daylong grilling over allegations of ethical infractions and lavish spending by the E.P.A. head.,Elections
5ae1951c068401528a2aac57,"The drugs don’t work against every cancer — but on rare occasions, they work miracles.",Culture/Education
5ae1951d068401528a2aac5a,"President Daniel Ortega, once a revolutionary hero, faces Nicaragua’s biggest uprising in decades as protesters pry themselves free from his control.",Social Media
5ae19fa4068401528a2aac76,The battle between the White House and blue states raises questions about the limits of federal authority.,Social Media
5ae19fa4068401528a2aac77,"President Trump has overturned the Republican establishment, but at what cost?",Politics
5ae19fa4068401528a2aac78,"The two Republican presidents are a study in contrasts, each with a profound effect on our country.",Politics
5ae1a32b068401528a2aac85,"For people who are not gender conforming, traditional parent names may not fit. Some are trying mash-ups like “Mather” or “Maddie.”",Social Media
5ae1a32b068401528a2aac87,"Thursday: Local trials to watch, idyllic spring weather, and a new side to Prospect Park.",NYC
5ae1bffe068401528a2aad07,Accusations leveled against Dr. Ronny L. Jackson’s time leading the White House medical staff led lawmakers to have concerns over his nomination.,International
5ae1ccc0068401528a2aad38,"Thursday: The authorities say they’ve caught the Golden State Killer, a judge rules in favor of DACA, and an “experience” that pays homage to avocados.",Leisure
5ae1cd6a068401528a2aad3f,This week’s properties are in Central Harlem and Kips Bay.,Leisure
5ae1ce10068401528a2aad41,"This week’s properties are in Huntington, N.Y., New Rochelle, N.Y., and Westport, Conn.",Leisure
5ae1d45f068401528a2aad5a,"Millennials dominated the home-buying market in the last year, and unmarried women out-bought unmarried men across all generations.",Leisure
5ae1db68068401528a2aad72,"Designers are redefining terraces; instead of plain rectangles tacked onto the sides of buildings, they’re becoming more like outdoor rooms.",Entertainment
5ae1e0a6068401528a2aad87,"In contrast to the pomp lavished on the French president, the German chancellor will be given a working lunch and is expected to be all business.",International
5ae1e0ac068401528a2aad88,"In an interview on “Fox & Friends,” the president said that the investigation of his lawyer, Michael Cohen, was about Mr. Cohen’s personal business dealings.",Elections
5ae1e56e068401528a2aad99,"Salinity is not a quality that often comes to mind about wine, but quite a few whites show off herbal, spicy, mineral flavors rather than fruit.",Entertainment
5ae1e5b2068401528a2aad9d,This ancient grape from Campania has been resurrected in recent decades. It is now considered one of Italy’s best white grapes.,International
5ae1f3a3068401528a2aadd4,"At Luda’s Dumplings in Sheepshead Bay, Brooklyn, the pelmeni are made with thoughtfully chosen ingredients and cooked to order, then glossed with drops of clarified butter.",Art
5ae1f527068401528a2aade0,"The generic ballot, the president’s approval rating, recent special elections and a seat-by-seat look all point to a modest edge for Democrats. ",Politics
5ae1f53f068401528a2aade1,"Investigators used DNA from crime scenes and plugged that genetic profile into an online genealogy database, tracing DNA to the suspect, Joseph James DeAngelo.",Culture/Education
5ae1f784068401528a2aadeb,"How did Zedd, Maren Morris and a 23-year-old songwriter turn a few chords into an enormous hit?",Art
5ae1fdda068401528a2aae08,Trump’s ability to project the petrifying fear young white men feel is a large part of the reason he is president today.,Politics
5ae1ff73068401528a2aae0d,"Siberian truck drivers, who haul heavy loads on winter roads made of ice that melts earlier every year, are true believers in climate change.",Gun Crimes
5ae202fd068401528a2aae17,"Little tykes are hoisting barbells, sometimes heavier than their own body weight.",Leisure
5ae20357068401528a2aae1b,"After the Senate voted to confirm Mike Pompeo to be the nation’s 70th secretary of state, he turned to urgent problems around the world.",International
5ae203e8068401528a2aae23,"At the Re Store, the continental roll has been a community staple for more than 50 years.",Leisure
5ae20d26068401528a2aae51,"An outdoor squash court appears on the Lower East Side — no pedigree required. (And you can borrow a racket, too.)",Leisure
5ae20e36068401528a2aae57,Scientists have fiercely debated the origins of the orb-style web. A new study challenges the idea that all spiders who make this web had a common ancestor.,Elections
5ae2118b068401528a2aae5f,A jury in Pennsylvania voted to convict Mr. Cosby of sexually assaulting a former Temple University staff member who had looked up to him as a mentor.,Elections
5ae211ff068401528a2aae62,"The best teenage comments from last week’s writing prompts, and an invitation to join the conversation this week.",Leisure
5ae21840068401528a2aae6b,"Courts have barred the parents of the baby from seeking more medical care, calling it contrary to his interests. The Vatican, Poland and Italy have weighed in.",Culture/Education
5ae21c39068401528a2aae76,Barbara S. Jones will oversee a review determining whether anything seized from Mr. Cohen by the F.B.I. is protected by attorney-client privilege.,Leisure
5ae21d97068401528a2aae79,How many more women are we going to allow to die like this?,Gun Crimes
5ae2217a068401528a2aae81,"Before hashtags and callouts, there was just one public space where women could go to air their grievances: advice columns.",Culture/Education
5ae226ea068401528a2aae8b,"A meeting between Mr. Kim, North Korea’s leader, and President Moon Jae-in of South Korea seemed unthinkable just a few months ago.",International
5ae22e25068401528a2aaea6,Women who drank more than two to three cups of coffee a day were more likely to have obese children.,Culture/Education
5ae23600068401528a2aaeb6,"In her new book, Melissa Broder manages to knead together the genres of magical realism — a merman presumed to be real — and erotic literature.",Politics
5ae24a1b068401528a2aaf11,"Mr. Cosby has not said much about the sexual assault allegations against him, but on Thursday he erupted with a vulgarity aimed at the prosecutor.",Social Media
5ae24be3068401528a2aaf1e,"His feet hurt, but his advice was sound.",Art
5ae250d7068401528a2aaf2d,"Cosby’s persistent pathology was unusual. The fears of his victims, that the man who abused them was too powerful to face consequences, are not.",Elections
5ae25314068401528a2aaf36,"The cruelty of these cuts isn’t a bug, it’s a feature.",International
5ae25aea068401528a2aaf4b,The E.P.A. chief said that decisions regarding illegal actions by his office had been made by his staff members without his knowledge.,Elections
5ae25bc1068401528a2aaf4d,"For decades, those who survived the killer’s attacks or saw loved ones murdered suffered alone. But they bonded together in recent years and celebrated the arrest of a suspect this week.",Social Media
5ae26031068401528a2aaf5c,"The guilty verdict against Bill Cosby reflects a new understanding of sexual assault and, finally, some change in how victims are treated.",Culture/Education
5ae26100068401528a2aaf61,"George C. Wolfe’s entertaining production allows the large ensemble, including Mr. Washington, to charm one another and play to the crowd.",Social Issues
5ae2686d068401528a2aaf69,Proximity to President Trump has been a crushing experience for many who arrived with stellar careers and independent reputations yet ended up losing so much.,International
5ae2726b068401528a2aaf73,"Mr. Cosby’s signature TV character was a patient, wise father figure. In other words, our critic writes, the ideal cover for terrible behavior.",Entertainment
5ae27cba068401528a2aaf82,"The resignation of the Rev. Patrick J. Conroy, which was requested by Speaker Paul D. Ryan, has lawmakers from both parties demanding answers.",Politics
5ae28423068401528a2aaf8d,David Steinberg starts today’s puzzle off with an act of cruciverbal derring-do.,Entertainment
5ae2939a068401528a2aafa0,"In true “blood is thicker than water” spirit, Al gives his cousin one last chance to prove his chops as a manager. It doesn’t go well.",Entertainment
5ae29c2f068401528a2aafa5,"This week RuPaul proclaimed that “to separate the pros from the cons,” the queens needed to concentrate on branding themselves.",Entertainment
5ae2bc67068401528a2aafeb,The photo-taking crowds that surround Leonardo da Vinci’s masterpiece at the Louvre exemplify how the digital generation experiences artworks.,Elections
5ae2bfc7068401528a2aaff3,"It was the stagecraft of Friday’s meeting that offered hope, when statecraft delivered only vague pledges to work toward a peace treaty.",International
5ae2ca73068401528a2ab013,What site acts as the gathering place and melting pot in your neighborhood?,Art
5ae2d48a068401528a2ab027,Kim Jong-un of North Korea and Moon Jae-in of the South agreed to work to formally end the Korean War and rid the peninsula of nuclear weapons.,International
5ae2d4f2068401528a2ab02a,President Trump told “Fox and Friends” he had gotten his wife “a beautiful card.” Mr. Noah was incredulous.,Entertainment
5ae2d884068401528a2ab032,"What does Yehimi Cambron mean when she says: “Even if there are small victories, people are now in survival mode. We can’t continue living this way?”",Culture/Education
5ae2e567068401528a2ab04f,"Co-op living can be filled with strife and disagreement, leading to lawsuits, but can individual board members be held liable?",Leisure
5ae2e5a2068401528a2ab051,An effort to install central air-conditioning in a prewar co-op so deeply divides the residents that a board president is forced to step down.,Leisure
5ae2e69a068401528a2ab058,"What kinds of beliefs, traits, interests and dislikes do you share with them — if any at all?",Gun Crimes
5ae2e69a068401528a2ab057,"Giving up on training for a marathon was very much in keeping with the rest of my life right now, as I am learning the lost art of quitting.",Art
5ae2e69e068401528a2ab05d,Robert Moore posed as a documentary filmmaker to monitor activists for a K2 Intelligence client. He contends he switched sides. Now he’s being sued. His unusual case offers a peek into a growing industry.,Social Media
5ae2e6a1068401528a2ab062,"Living in a co-op has its pros and cons, but when it comes to a big building project, a co-op can turn into an un-co-op — as in uncooperative.",Leisure
5ae2e6a3068401528a2ab067,The figure falls short of President Trump’s goal of at least 3 percent. But most forecasters expect a stronger pace for the rest of the year.,Politics
5ae2e6a6068401528a2ab06c,"Weeks after Jennifer Hart drunkenly drove a sport utility vehicle off a cliff, killing her wife and their children, newly released documents detail disturbing allegations of neglect.",Elections
5ae2e6a4068401528a2ab06b,"In a year that tested her maternal strength, the artist says her children Lena and Grace Dunham led her to a creative breakthrough using portraiture.",Leisure
5ae2ebfa068401528a2ab07a,What’s behind the claims that alkaline water will “energize” and “detoxify” the body and lead to “superior hydration”?,NYC
5ae2f124068401528a2ab088,Macron pushes Trump out of his comfort zone. He’s a counterweight to folly.,International
5ae2f124068401528a2ab089,"Thanks to right-wing policies, red state educators have nothing left to lose.",Elections
5ae2f123068401528a2ab087,"If you were to go into a lab and create a perfect candidate for 2020, it would be a big-hearted progressive whose appeal crossed class lines.",Politics
5ae2f405068401528a2ab093,"Bill Cosby has been convicted of sexual assault after years of accusations against him. What changed after his first trial, which ended in a hung jury?",Culture/Education
5ae2f4a4068401528a2ab099,A few brushes with mortality helped reset my lifelong rivalry with my brother.,Gun Crimes
5ae2f4a6068401528a2ab09b,"Friday: The story of the structure in Washington Square Park, your weekend lineup, and a new chapter for Gothamist.",NYC
5ae310e3068401528a2ab0e8,"Newly released emails have renewed questions about who the lawyer, Natalia V. Veselnitskaya, was representing when she met with top Trump campaign officials promising dirt on Hillary Clinton.",Leisure
5ae3114d068401528a2ab0e9,Men felled by #MeToo are going to stage comebacks. So it’s time to talk about what it looks like when they do.,Culture/Education
5ae315b9068401528a2ab0f4,"President Trump called James Comey “either very sick or very dumb,” saying his fired F.B.I. chief did not understand the severity of what the president called a leak of classified information.",Elections
5ae31ed9068401528a2ab112,"Smart-house technology has made it easier to turn on the lights and set the thermostat, but sometimes objects go rogue.",Art
5ae321ac068401528a2ab11a,"Friday: Days after an arrest, victims are speaking out, hundreds of migrants prepare for border crossing, and a trip to Dodgers Stadium by gondola.",International
5ae322db068401528a2ab11f,The player your team took is great. Or maybe he isn’t.,Entertainment
5ae32fb8068401528a2ab14d,The committee’s investigation devolved into partisan bickering as Democrats accused the Republicans leading the panel of ignoring crucial evidence and obvious leads.,Elections
5ae33dd8068401528a2ab182,We need a Financial Bill of Rights to protect consumers of health care from unfair charges.,Gun Crimes
5ae33ed1068401528a2ab188,This weeknight chicken with pungent ginger-scallion sauce has a twist in its technique.,NYC
5ae34776068401528a2ab1aa,"As with a circus performance, it’s amazing to behold but not quite as billed.",International
5ae351be068401528a2ab1df,"After hundreds of Palestinian protesters attacked the fence between Israel and Gaza, Israeli troops opened fire, killing four and wounding hundreds.",International
5ae35647068401528a2ab1f5,This Italian egg dish makes a nice light meal — unless you decide to adorn it with creamy cheese.,Art
5ae3644f068401528a2ab223,"A deal would create the third-largest wireless company in the United States, behind AT&T and Verizon.",International
5ae378bf068401528a2ab265,"In advance of “Avengers: Infinity War,” superfans come together for an epic shared experience in a Times Square multiplex.",Gun Crimes
5ae37de8068401528a2ab273,Senate Democrats and watchdog agencies question the use of a statute to authorize paying Dr. Robert R. Redfield nearly twice as much as his predecessor.,Gun Crimes
5ae39060068401528a2ab298,"New York City doesn’t consistently track sexual harassment complaints across its 361,000-person work force.",Culture/Education
5ae39635068401528a2ab2a7,University students and young professionals have pulled off a feat few in Nicaragua thought possible: Their protests have loosened President Daniel Ortega’s grip on power.,Social Media
5ae39d4a068401528a2ab2b2,"The scandal began with a routine traffic stop and soon ensnared police officers, a union official, a hedge fund mogul, machers of Orthodox Brooklyn — even City Hall.",Leisure
5ae3c5b7068401528a2ab2ed,It’s the old game of cheat and repeat.,International
5ae3c8da068401528a2ab2f2,Be careful when you talk to God about taxes.,Social Media
5ae3d5a4068401528a2ab301,Andrew Kingsley and John Lieb channel the zeitgeist for us.,Culture/Education
5ae4938f068401528a2ab3cf,G.O.P. leaders and White House aides are trying to prepare the president for trouble in House and Senate races. But he is rejecting their grim prognoses and wants to start campaigning.,Politics
5ae494b6068401528a2ab3d2,How a serial rapist and murderer in California flaunted his power as well as his belief that he could elude accountability forever. He was wrong.,Culture/Education
5ae49a85068401528a2ab3e0,"Lots of Love, Emily Cox and Henry Rathvon.",Entertainment
5ae49b2f068401528a2ab3e1,"Complaints about bad behavior by men and a lack of advancement for women long went ignored, employees said, but now change seems to be afoot.",Culture/Education
5ae4aa35068401528a2ab3fc,"As he remakes the church in his image, Francis finds himself more isolated, as global political trends shift and he meets resistance to his reforms.",Entertainment
5ae4bdad068401528a2ab414,"Even when they know the claims are false, they can imagine how they could have been true.",Social Media
5ae4bdb2068401528a2ab417,Let’s ponder two unimaginable but not impossible things: Trump winning the Nobel Peace Prize and a second term.,Social Media
5ae4bdc8068401528a2ab420,Your departure right now from the Supreme Court would have dire consequences for the country.,Social Media
5ae4bdb4068401528a2ab418,Why decent societies let families defy the system to take care of their own.,Culture/Education
5ae4bdb4068401528a2ab419,"Money would make me powerful, someone nobody could hurt.",Culture/Education
5ae4bdb9068401528a2ab41e,An all-star Broadway revival raises the question: Does being gay mean anything anymore?,Social Issues
5ae4bdb5068401528a2ab41b,How do you brief a president who doesn’t distinguish between truth and lies?,International
5ae4bdb5068401528a2ab41a,It didn’t make sense to sign up for debt. I did it anyway.,Social Issues
5ae4eee3068401528a2ab44d,Peter Wentz’s puzzle is in the home run department.,Culture/Education
5ae5847a068401528a2ab4ca,"South Korean officials said the North Korean leader, Kim Jong-un, had told them he would abandon his nuclear weapons if Washington ended the Korean War and promised nonaggression.",International
5ae58998068401528a2ab4cd,Recent residential sales in New York City and the region,Leisure
5ae5eb1c068401528a2ab52f,Remarks about Sarah Huckabee Sanders opened a partisan divide in an awkward evening of comedy and politics.,Culture/Education
5ae5f227068401528a2ab53c,The two companies are betting that regulators will finally allow the American wireless market to shrink to just three national players.,International
5ae5f793068401528a2ab542,Recycled bridge parts will go to a New York State artificial reef program to increase marine life and support recreation and economic development on Long Island.,Entertainment
5ae60062068401528a2ab551,"Hundreds of migrants who have traveled en masse through Mexico, drawing a furious response from President Trump, prepared to apply for asylum.",International
5ae60454068401528a2ab555,"Days before Trump tariffs on steel and aluminum take effect, negotiators for producing countries see themselves at the mercy of the president’s whims.",Politics
5ae617cf068401528a2ab56c,"In the Boyle Heights neighborhood, a design intervention led by residents and activists unveils a “playground in a box” to reclaim streets for public life.",Social Media
5ae6331b068401528a2ab596,Amazon has surprised officials in cities vying for the company’s new headquarters by asking how to avoid soaring housing costs and paralyzing traffic.,Culture/Education
5ae63bb4068401528a2ab5a2,"The state’s Democratic primary raises the question: Who has the truest claim to progressivism in 2018, when both candidates can credibly grab at the label?",Social Media
5ae64063068401528a2ab5aa,Bruce Haight folds his laundry.,Gun Crimes
5ae64063068401528a2ab5a9,Ordering one thing and getting another.,Culture/Education
5ae64d4a068401528a2ab5bb,Maybe last fall’s Alabama Senate race wasn’t a fluke after all.,Social Issues
5ae64e57068401528a2ab5bd,"Hope is a scarce commodity in Gaza, which is little more than an open-air prison. A look at how one man ended up at the bloody protests against Israel.",Culture/Education
5ae65b6b068401528a2ab5c5,"The modern rule of law is younger than many realize, and not enough Republicans are defending it today.",Elections
5ae65bec068401528a2ab5c6,Generals and researchers provide growing evidence that the administration’s claims about transgender troops are false.,International
5ae65c3a068401528a2ab5c7,Hank Azaria said he’s willing to step away from the character he has voiced for nearly 30 years. The show’s writers and network executives should let him.,Culture/Education
5ae65fc2068401528a2ab5cd,"The violent end of Col. Muammar el-Qaddafi, an unexpected turn of events after he gave up his nuclear program, is likely to serve as a cautionary tale for Kim Jong-un.",International
5ae66b84068401528a2ab5d5,"Efforts to curb gun violence have stalled in part because of the power of the N.R.A. The movement inspired by shootings in Parkland, Fla., aims to change that.",Elections
5ae678a4068401528a2ab5dd,"This week, the series shed the video game analogy and morphed into an ingenious allegory for the internet.",Gun Crimes
5ae687de068401528a2ab5ed,"Axe and Wags have a Last Supper of sorts. Yes, it is absolutely as weird and profane as you might expect.",Art
5ae68dbf068401528a2ab5f5,"Getty Sr. finds himself uncharacteristically shaken, his business sense having seemingly misled him. The consequences appear very, very dire.",Art
5ae69505068401528a2ab5ff,"New guidelines, including a requirement that airlines make sure gates are free before sending planes to the airport, are expected to be announced Monday.",Culture/Education
5ae6a2da068401528a2ab618,"Every year, through careless management or reckless ambition, a handful of soccer clubs drift uncomfortably close to collapse. In February, Denmark’s Lyngby B.K. came closer than most.",Gun Crimes
5ae6b6bf068401528a2ab634,"A blast on a street full of state and diplomatic offices was followed by another 40 minutes later; at least 25 were killed, including nine journalists.",Social Media
5ae6cd04068401528a2ab64f,"After the death of his parents, Chanho Park was left bereft. He started taking photographs and felt himself drawn to traditional Korean funerals and religious rites.",Culture/Education
5ae6db16068401528a2ab65b,"“Hey Ladies” charts a year of correspondence between eight women as they plan for a wedding, and everything a wedding requires.",Culture/Education
5ae6db18068401528a2ab65e,"A way to protect property owners from personal liability has also turned out to be handy for enabling problematic behavior, like laundering money or being a bad landlord.",Culture/Education
5ae6db18068401528a2ab65d,"Research shows a correlation between greater academic demands and a reduction in drinking, smoking and drug use. ",Culture/Education
5ae6db1e068401528a2ab665,"“We’ve all gotten a thousand phone calls from lawyers,” said one Las Vegas shooting survivor.",Culture/Education
5ae6e223068401528a2ab66e,"Look closely at this image, stripped of its caption, and join the moderated conversation about what you and other students see.",Entertainment
5ae6e5a2068401528a2ab679,Social justice movements like Black Lives Matter and #MeToo embody his critical spirit.,Culture/Education
5ae6e5a2068401528a2ab67a,The Toronto van attacker was probably familiar with the Islamic State’s vehicle rampages. But did he know what else he shared with the group?,Gun Crimes
5ae6e923068401528a2ab685,"Getting their choices on end-of-life care recorded can help patients feel secure that their wishes will be respected, experts say.",Social Issues
5ae6e923068401528a2ab684,"Monday: On patrol with undercover Sanitation Department agents, a sunny day and warm weather resentment.",NYC
5ae6e923068401528a2ab683,"There are mornings I wake up and think, as the world and the day come into focus, that I no longer have a parent living.",Social Issues
5ae6ee82068401528a2ab699,The new American secretary of state said Israelis “have the right to defend themselves” and declined to fully back the two-state solution.,International
5ae6f1fa068401528a2ab6a6,"And if so, do you find your behavior to be beneficial or detrimental?",International
5ae6f31e068401528a2ab6a9,What did it take for North Korea to abandon its nuclear weapons program?,Social Issues
5ae6f8d0068401528a2ab6b6,"Beijing sees its economy as robust enough to defy U.S. tariff threats, potentially leaving Washington with no choice but to escalate or back down.",Art
5ae708c8068401528a2ab6e6,"With the U.S. and China vying for tech leadership, the two companies argue their union is crucial in the race to develop faster mobile internet.",International
5ae729d0068401528a2ab74f,"Citing state laws, assisted living facilities often turn away residents in wheelchairs. A lawsuit in New York seeks to end the practice.",NYC
5ae732f5068401528a2ab76e,A city known for its barbecue and Tex-Mex cooking has spawned an accomplished roster of Japanese restaurants.,Culture/Education
5ae7330e068401528a2ab76f,Kew Gardens in Queens is known as “Crew Gardens” for its popularity with airline crew members who work at the two nearby airports.,Culture/Education
5ae73ab5068401528a2ab786,"Life may be short, but intellectual property is eternal.",Gun Crimes
5ae74291068401528a2ab79a,"These newly popular long-aged spirits come with a lot of hype and hefty prices, but some are worth the expense.",Politics
5ae745e2068401528a2ab7aa,Shah Marai was Agence France-Presse’s chief photographer in Kabul. He supported five blind relatives as he focused his camera on the human suffering around him.,Culture/Education
5ae76aaf068401528a2ab804,"Help for parents bewildered by the sense that the game has swallowed their children, especially since the mobile phone version was released in late March.",Culture/Education
5ae76cd6068401528a2ab809,"The two wireless carriers argue that a merger would benefit customers, but analysts, and our columnist, are skeptical about the deal’s chances",International
5ae76fcc068401528a2ab818,Plato and existentialism helped more than courses in economics.,Culture/Education
5ae77514068401528a2ab824,The abductions of three people by armed men in uniforms in 2009 have led an international court to examine accusations of human rights violations by government forces.,International
5ae77c97068401528a2ab835,"Prime Minister Benjamin Netanyahu cited no evidence that Iran violated the nuclear deal, but the accusation may bolster the case for President Trump to pull out.",International
5ae788d2068401528a2ab85c,Analysts are still waiting for hard evidence that the new tax law is setting off the investment explosion that President Trump and Republicans promised.,International
5ae791e4068401528a2ab876,"Other routes are brutish, beastly, but this one’s regal, pure and priestly.",International
5ae79a1a068401528a2ab88b,The newest mission to Mars is to launch on Saturday morning. It will search for marsquakes and try to produce a map of the planet’s insides.,Culture/Education
5ae79ecd068401528a2ab893,"Workers won’t see significant gains soon, if ever.",Politics
5ae79f0c068401528a2ab894,"Border officials had said they lacked capacity to process any of the 200 asylum seekers, but late Monday they allowed eight people to file claims.",International
5ae7a00b068401528a2ab896,A village-size compound called Cometa helps children and the surrounding community.,Leisure
5ae7a68c068401528a2ab8a5,The wireless companies are trying to win over regulators with a laundry list of assurances. The regulators should be wary.,International
5ae7a6c6068401528a2ab8a8,"As Facebook prepares to hold its annual developer conference this week, many businesses are objecting to how the company has limited their access to its users’ information.",Culture/Education
5ae7a739068401528a2ab8a9,House Republicans try to cover up evidence of collusion.,Elections
5ae7ab82068401528a2ab8ae,"Matt and Mercedes Schlapp, conservatives who scrambled aboard the Trump juggernaut, have made money, lost friends and become a symbol of the deep divide in the G.O.P.",Politics
5ae7ae83068401528a2ab8b3,"President Trump will give Canada, Mexico and the European Union another 30-day reprieve from steel and aluminum tariffs, delaying punishing levies on key allies.",Politics
5ae7aebe068401528a2ab8b4,"The administration, fearing Chinese technological dominance, is considering tighter restrictions on Chinese researchers in the United States as a trade fight escalates.",Politics
5ae7b159068401528a2ab8ba,"Mr. Silver, the once powerful Assembly speaker in New York, is being retried on public corruption charges, after an early conviction was overturned.",Social Media
5ae7b224068401528a2ab8bb,The state’s highest court made it much harder for companies like Uber to classify workers as contractors rather than employees.,Culture/Education
5ae7b6a5068401528a2ab8c3,"An Australian court has ruled that the cardinal, the Vatican’s No. 3 official, can be prosecuted, but the most serious charges were dismissed.",International
5ae7b8d5068401528a2ab8c6,The questions show the special counsel’s focus on obstruction of justice and touch on some surprising other areas.,Elections
5ae7b8e9068401528a2ab8c7,The questions provide the most detailed look yet at the special counsel investigation and show an effort to learn about the president’s thinking.,Elections
5ae7ca23068401528a2ab8e3,Jacob Stulberg points out the speed bumps in his puzzle.,Entertainment
5ae82b68068401528a2ab966,"Flyball, in which four-dog teams compete in a choreographed relay race, is a weekend ritual for many, as sacrosanct as youth soccer or bowling for others.",Gun Crimes
5ae82c97068401528a2ab96c,"From the bones of 15th-century monarchs, to Neanderthals mingling with modern humans, to speculative tales of African elephants: stories to transport you back to the beginning.",Social Issues
5ae82c93068401528a2ab969,Several states and cities have ordered employers to stop asking about salary history. ,Politics
5ae82c95068401528a2ab96b,"The beginning, middle and end of a picture book friendship.",Leisure
5ae82c9d068401528a2ab96d,"The former N.S.A. and C.I.A. chief on Trump, Snowden and what makes people leak secrets.",Elections
5ae82c9f068401528a2ab96f,"In “Something Wonderful,” Todd S. Purdum analyzes the extraordinary legacy of two brilliant songwriters.",Gun Crimes
5ae82ca3068401528a2ab97a,"A pair of two-part productions, “Harry Potter and the Cursed Child” and the revival of “Angels in America,” were also showered with affection.",NYC
5a7258e410f40f00018bed7d,"Progress on women’s rights was stalling, and then Donald Trump came along.",Culture/Education
5a725f2410f40f00018bed89,Plus: the night the porn star yawned.,Elections
5a725f4210f40f00018bed8a,"The bulky copiers could soon become an office relic. Tell us your stories of documents that made you laugh, blush or learn something new.",International
5a72646310f40f00018bed97,"Turkey’s attacks on Syrian Kurds, America’s strongest regional ally, threaten the successes against the extremists.",International
5a72686b10f40f00018bed9e,"The proposal received a cool reception from Democrats, who disagree with the president over how to finance the nation’s ailing roads, bridges and other infrastructure.",Gun Crimes
5a72728f10f40f00018bedac,"Robert S. Mueller III, the special counsel, has pressed witnesses about a statement hastily written last summer aboard Air Force One and wants to know more from President Trump.",International
5a72758a10f40f00018bedb2,"If the president believed his State of the Union address would bring the bipartisan agreement he says he seeks any closer, he received little encouragement on Wednesday.",Art
5a7282d110f40f00018bedc8,Damon Gulczynski begins at the beginning.,Elections
5a7297d010f40f00018bede0,"At its core, this week’s episode poses a question about love: Can two people find sustenance in a marriage built on lies?",Culture/Education
5a729b6a10f40f00018bede2,"For a generation, Britain has eagerly enlisted private contractors to provide social services. But the model may be cracking under the pressure of austerity.",International
